"","V1","V2","V3"
"1",0.015625,0.125000,135
"2",0.031250,0.166667,242
"3",0.031250,0.181818,322
"4",0.015625,0.125000,51
"5",0.015625,0.111111,108
"6",0.015625,0.125000,182
"7",0.015625,0.125000,295
"8",0.015625,0.111111,150
"9",0.031250,0.181818,177
"10",0.015625,0.125000,155
"11",0.015625,0.111111,116
"12",0.015625,0.125000,111
"13",0.015625,0.111111,64
"14",0.015625,0.111111,104
"15",0.015625,0.125000,63
"16",0.015625,0.111111,246
"17",0.015625,0.125000,242
"18",0.031250,0.166667,171
"19",0.031250,0.181818,344
"20",0.015625,0.111111,154
"21",0.015625,0.111111,363
"22",0.015625,0.111111,301
"23",0.015625,0.125000,205
"24",0.031250,0.181818,352
"25",0.031250,0.200000,112
"26",0.015625,0.125000,62
"27",0.031250,0.200000,279
"28",0.015625,0.125000,278
"29",0.031250,0.181818,107
"30",0.015625,0.125000,110
"31",0.046875,0.200000,313
"32",0.015625,0.111111,163
"33",0.015625,0.125000,349
"34",0.015625,0.125000,114
"35",0.031250,0.166667,150
"36",0.015625,0.125000,274
"37",0.109375,0.280000,331
"38",0.046875,0.230769,289
"39",0.031250,0.181818,162
"40",0.015625,0.125000,238
"41",0.015625,0.111111,34
"42",0.015625,0.111111,54
"43",0.031250,0.181818,110
"44",0.015625,0.111111,227
