"","V1","V2","V3"
"1",0.090164,0.366667,1376
"2",0.008197,0.181818,177
"3",0.012295,0.214286,188
"4",0.012295,0.230769,252
"5",0.036885,0.321429,512
"6",0.040984,0.333333,594
"7",0.081967,0.344828,839
"8",0.004098,0.125000,191
"9",0.004098,0.111111,175
"10",0.012295,0.230769,316
"11",0.004098,0.111111,257
"12",0.004098,0.125000,81
"13",0.024590,0.285714,687
"14",0.020492,0.263158,568
"15",0.008197,0.181818,210
"16",0.004098,0.111111,129
"17",0.069672,0.354167,656
"18",0.045082,0.323529,463
"19",0.004098,0.111111,223
"20",0.081967,0.350877,609
"21",0.016393,0.266667,221
"22",0.012295,0.214286,235
"23",0.008197,0.181818,189
"24",0.008197,0.166667,287
"25",0.008197,0.200000,346
"26",0.004098,0.125000,242
"27",0.016393,0.266667,353
"28",0.020492,0.277778,454
"29",0.004098,0.125000,220
"30",0.053279,0.333333,778
"31",0.004098,0.125000,141
"32",0.032787,0.285714,389
"33",0.008197,0.200000,260
"34",0.016393,0.235294,264
"35",0.028689,0.291667,354
"36",0.004098,0.125000,147
"37",0.012295,0.230769,126
"38",0.036885,0.300000,543
"39",0.016393,0.235294,297
"40",0.008197,0.181818,347
"41",0.012295,0.230769,386
"42",0.016393,0.235294,333
"43",0.020492,0.263158,477
"44",0.008197,0.166667,317
"45",0.008197,0.181818,108
"46",0.020492,0.294118,512
"47",0.004098,0.125000,117
"48",0.012295,0.214286,134
"49",0.008197,0.166667,201
"50",0.016393,0.250000,357
"51",0.020492,0.294118,534
"52",0.008197,0.166667,254
"53",0.049180,0.363636,535
"54",0.004098,0.111111,46
"55",0.057377,0.325581,685
"56",0.049180,0.315789,751
"57",0.049180,0.333333,618
"58",0.012295,0.230769,368
"59",0.036885,0.321429,307
"60",0.147541,0.363636,1384
"61",0.065574,0.333333,1058
"62",0.028689,0.280000,446
"63",0.040984,0.357143,451
"64",0.057377,0.333333,772
"65",0.049180,0.315789,506
"66",0.077869,0.372549,649
"67",0.016393,0.235294,350
"68",0.028689,0.291667,516
"69",0.004098,0.111111,139
"70",0.004098,0.111111,360
"71",0.004098,0.111111,77
"72",0.004098,0.125000,136
"73",0.008197,0.200000,376
"74",0.008197,0.181818,209
"75",0.004098,0.125000,116
"76",0.008197,0.181818,492
"77",0.020492,0.294118,464
"78",0.086066,0.355932,907
"79",0.086066,0.350000,596
"80",0.004098,0.125000,231
"81",0.028689,0.333333,457
"82",0.012295,0.230769,105
"83",0.102459,0.378788,860
"84",0.077869,0.351852,990
"85",0.004098,0.111111,159
"86",0.004098,0.111111,42
"87",0.040984,0.303030,938
"88",0.020492,0.277778,502
"89",0.049180,0.324324,460
"90",0.004098,0.125000,195
"91",0.008197,0.181818,172
"92",0.081967,0.370370,757
"93",0.004098,0.111111,159
"94",0.012295,0.250000,448
"95",0.004098,0.111111,375
"96",0.012295,0.230769,217
"97",0.016393,0.266667,384
"98",0.012295,0.214286,305
"99",0.024590,0.315789,253
"100",0.024590,0.285714,637
"101",0.036885,0.290323,405
"102",0.077869,0.358491,915
"103",0.012295,0.230769,205
"104",0.008197,0.166667,390
"105",0.008197,0.181818,212
"106",0.012295,0.214286,309
"107",0.020492,0.294118,201
"108",0.016393,0.235294,182
"109",0.139344,0.377778,737
"110",0.012295,0.200000,470
"111",0.110656,0.360000,778
"112",0.028689,0.291667,438
"113",0.016393,0.235294,233
"114",0.012295,0.214286,136
"115",0.004098,0.125000,139
"116",0.094262,0.353846,834
"117",0.008197,0.200000,55
"118",0.016393,0.222222,334
"119",0.020492,0.294118,447
"120",0.016393,0.250000,240
"121",0.045082,0.366667,434
"122",0.012295,0.214286,418
"123",0.008197,0.200000,353
"124",0.040984,0.344828,293
"125",0.016393,0.250000,397
"126",0.004098,0.111111,144
"127",0.028689,0.291667,643
"128",0.004098,0.111111,215
"129",0.004098,0.111111,57
"130",0.040984,0.312500,512
"131",0.012295,0.230769,530
"132",0.004098,0.111111,112
"133",0.004098,0.125000,102
"134",0.040984,0.322581,724
"135",0.004098,0.125000,175
"136",0.008197,0.166667,238
"137",0.131148,0.390244,1122
"138",0.016393,0.222222,277
"139",0.004098,0.111111,125
"140",0.004098,0.111111,190
"141",0.016393,0.235294,442
"142",0.057377,0.350000,552
"143",0.012295,0.250000,259
"144",0.028689,0.304348,232
"145",0.016393,0.266667,229
"146",0.020492,0.277778,227
"147",0.008197,0.181818,247
"148",0.004098,0.111111,136
"149",0.024590,0.272727,385
"150",0.069672,0.340000,933
"151",0.008197,0.200000,139
"152",0.004098,0.111111,79
"153",0.012295,0.230769,274
"154",0.053279,0.333333,984
"155",0.012295,0.200000,242
"156",0.073770,0.352941,710
"157",0.065574,0.355556,951
"158",0.004098,0.111111,179
"159",0.008197,0.181818,179
"160",0.004098,0.125000,68
"161",0.061475,0.333333,708
"162",0.077869,0.339286,609
"163",0.086066,0.355932,569
"164",0.008197,0.200000,354
"165",0.004098,0.125000,341
"166",0.045082,0.314286,619
"167",0.024590,0.300000,392
"168",0.024590,0.300000,365
"169",0.004098,0.125000,438
"170",0.016393,0.285714,344
"171",0.012295,0.214286,424
"172",0.020492,0.250000,324
"173",0.004098,0.111111,89
"174",0.008197,0.166667,121
