"","V1","V2","V3"
"1",0.029126,0.310345,514
"2",0.009709,0.230769,292
"3",0.006472,0.166667,248
"4",0.006472,0.166667,493
"5",0.022654,0.269231,357
"6",0.012945,0.250000,294
"7",0.158576,0.360294,706
"8",0.055016,0.361702,444
"9",0.145631,0.378151,1605
"10",0.009709,0.250000,141
"11",0.084142,0.376812,824
"12",0.090615,0.354430,752
"13",0.019417,0.300000,350
"14",0.003236,0.111111,124
"15",0.064725,0.350877,586
"16",0.012945,0.235294,310
"17",0.064725,0.363636,641
"18",0.207120,0.405063,1337
"19",0.009709,0.214286,414
"20",0.003236,0.111111,127
"21",0.025890,0.285714,572
"22",0.019417,0.315789,625
"23",0.074434,0.370968,834
"24",0.025890,0.333333,516
"25",0.071197,0.372881,670
"26",0.135922,0.358974,1577
"27",0.019417,0.272727,411
"28",0.058252,0.391304,992
"29",0.045307,0.333333,739
"30",0.003236,0.125000,251
"31",0.006472,0.200000,187
"32",0.012945,0.250000,353
"33",0.035599,0.343750,469
"34",0.142395,0.376068,957
"35",0.035599,0.314286,430
"36",0.006472,0.200000,244
"37",0.165049,0.395349,1949
"38",0.216828,0.376404,1906
"39",0.129450,0.388350,1116
"40",0.009709,0.214286,228
"41",0.009709,0.230769,477
"42",0.045307,0.318182,694
"43",0.080906,0.357143,963
"44",0.022654,0.350000,400
"45",0.012945,0.250000,372
"46",0.006472,0.200000,153
"47",0.110032,0.369565,751
"48",0.025890,0.296296,344
"49",0.016181,0.250000,275
"50",0.003236,0.125000,219
"51",0.038835,0.352941,639
"52",0.016181,0.277778,261
"53",0.155340,0.363636,1280
"54",0.025890,0.307692,317
"55",0.106796,0.375000,881
"56",0.012945,0.285714,321
"57",0.022654,0.318182,676
"58",0.126214,0.406250,1123
"59",0.032362,0.312500,705
"60",0.003236,0.125000,77
"61",0.061489,0.358491,826
"62",0.074434,0.389830,684
"63",0.003236,0.125000,245
"64",0.009709,0.214286,470
"65",0.022654,0.318182,299
"66",0.038835,0.333333,530
"67",0.012945,0.250000,244
"68",0.006472,0.200000,372
"69",0.019417,0.300000,375
"70",0.184466,0.387755,1433
"71",0.006472,0.181818,301
"72",0.016181,0.250000,269
"73",0.012945,0.266667,282
"74",0.019417,0.272727,423
"75",0.009709,0.250000,189
"76",0.006472,0.181818,187
"77",0.058252,0.360000,604
"78",0.025890,0.333333,416
"79",0.122977,0.380000,1065
"80",0.016181,0.277778,438
"81",0.132686,0.383178,1186
"82",0.022654,0.304348,417
"83",0.067961,0.333333,1225
"84",0.003236,0.111111,110
"85",0.003236,0.125000,139
"86",0.019417,0.300000,243
"87",0.025890,0.296296,493
"88",0.071197,0.392857,542
"89",0.006472,0.181818,114
"90",0.152104,0.394958,1158
"91",0.003236,0.111111,117
"92",0.032362,0.333333,605
"93",0.016181,0.294118,419
"94",0.003236,0.125000,70
"95",0.022654,0.291667,483
"96",0.003236,0.125000,138
"97",0.029126,0.300000,472
"98",0.022654,0.291667,517
"99",0.071197,0.360656,713
"100",0.229773,0.364103,1466
"101",0.067961,0.362069,1372
"102",0.071197,0.349206,772
"103",0.029126,0.333333,752
"104",0.022654,0.291667,390
"105",0.016181,0.263158,260
"106",0.003236,0.125000,203
"107",0.045307,0.333333,642
"108",0.038835,0.342857,540
"109",0.012945,0.250000,345
"110",0.019417,0.300000,462
"111",0.006472,0.166667,287
"112",0.009709,0.230769,215
"113",0.003236,0.111111,63
"114",0.113269,0.368421,917
"115",0.003236,0.125000,272
"116",0.019417,0.300000,419
"117",0.116505,0.367347,1135
"118",0.003236,0.125000,27
"119",0.071197,0.354839,887
"120",0.061489,0.345455,785
"121",0.077670,0.375000,1194
"122",0.045307,0.333333,574
"123",0.255663,0.377990,1605
"124",0.022654,0.280000,519
"125",0.045307,0.350000,556
"126",0.035599,0.343750,528
"127",0.106796,0.383721,1172
"128",0.003236,0.125000,218
"129",0.035599,0.343750,443
"130",0.067961,0.375000,1021
"131",0.009709,0.230769,376
"132",0.019417,0.300000,370
"133",0.029126,0.310345,825
"134",0.045307,0.368421,766
"135",0.074434,0.370968,927
"136",0.129450,0.357143,960
"137",0.025890,0.333333,255
"138",0.025890,0.275862,774
"139",0.051780,0.340426,358
"140",0.087379,0.391304,620
"141",0.048544,0.326087,764
"142",0.038835,0.352941,656
"143",0.003236,0.125000,185
"144",0.048544,0.357143,680
"145",0.074434,0.348485,739
"146",0.158576,0.379845,1739
"147",0.009709,0.230769,303
"148",0.003236,0.125000,174
"149",0.045307,0.358974,586
"150",0.035599,0.343750,394
"151",0.003236,0.111111,25
"152",0.003236,0.125000,144
"153",0.032362,0.312500,478
"154",0.058252,0.346154,706
"155",0.077670,0.380952,663
"156",0.016181,0.277778,187
"157",0.145631,0.368852,1035
"158",0.003236,0.125000,257
"159",0.006472,0.181818,165
"160",0.097087,0.365854,1141
"161",0.003236,0.111111,177
"162",0.003236,0.125000,60
"163",0.009709,0.250000,204
"164",0.093851,0.376623,937
"165",0.064725,0.344828,1118
"166",0.006472,0.181818,168
"167",0.009709,0.200000,191
"168",0.006472,0.181818,261
"169",0.012945,0.250000,419
"170",0.148867,0.396552,1156
"171",0.006472,0.200000,163
"172",0.045307,0.333333,477
"173",0.012945,0.235294,598
"174",0.035599,0.343750,617
"175",0.022654,0.269231,404
"176",0.058252,0.352941,1099
"177",0.016181,0.250000,427
"178",0.210356,0.377907,1017
"179",0.006472,0.181818,384
"180",0.025890,0.320000,657
"181",0.223301,0.370968,1781
"182",0.184466,0.382550,1348
"183",0.035599,0.323529,551
"184",0.042071,0.333333,576
"185",0.003236,0.111111,64
"186",0.006472,0.200000,319
"187",0.006472,0.181818,195
"188",0.003236,0.125000,4
"189",0.003236,0.125000,240
"190",0.229773,0.405714,1300
"191",0.058252,0.352941,918
"192",0.184466,0.380000,1689
"193",0.003236,0.125000,209
"194",0.025890,0.296296,661
"195",0.042071,0.351351,836
"196",0.019417,0.272727,161
"197",0.035599,0.343750,699
"198",0.090615,0.363636,861
"199",0.132686,0.369369,1284
"200",0.187702,0.367089,1333
"201",0.009709,0.200000,265
"202",0.042071,0.361111,395
"203",0.035599,0.323529,477
"204",0.003236,0.111111,178
"205",0.032362,0.333333,512
"206",0.019417,0.260870,353
"207",0.022654,0.318182,469
"208",0.045307,0.333333,1025
"209",0.025890,0.333333,327
"210",0.016181,0.277778,377
"211",0.003236,0.125000,396
"212",0.006472,0.200000,352
"213",0.045307,0.333333,434
"214",0.009709,0.230769,303
"215",0.016181,0.294118,536
"216",0.155340,0.387097,1359
"217",0.003236,0.125000,206
"218",0.019417,0.260870,334
"219",0.003236,0.111111,201
"220",0.051780,0.340426,564
"221",0.003236,0.111111,375
"222",0.009709,0.214286,216
"223",0.003236,0.111111,128
"224",0.006472,0.166667,270
"225",0.019417,0.272727,356
"226",0.006472,0.181818,182
"227",0.012945,0.266667,424
"228",0.003236,0.125000,250
"229",0.019417,0.300000,496
"230",0.019417,0.285714,317
"231",0.003236,0.125000,277
"232",0.116505,0.375000,791
"233",0.003236,0.111111,70
"234",0.113269,0.376344,1370
"235",0.012945,0.266667,488
"236",0.042071,0.361111,674
"237",0.087379,0.391304,915
"238",0.022654,0.318182,331
"239",0.009709,0.230769,411
"240",0.009709,0.230769,228
"241",0.051780,0.372093,386
"242",0.019417,0.285714,321
"243",0.048544,0.384615,911
"244",0.006472,0.181818,463
"245",0.025890,0.307692,503
"246",0.003236,0.111111,81
"247",0.061489,0.345455,624
"248",0.142395,0.385965,1434
"249",0.145631,0.378151,826
