"","V1","V2","V3"
"1",0.020000,0.125000,360
"2",0.040000,0.181818,310
"3",0.040000,0.181818,271
"4",0.020000,0.111111,329
"5",0.020000,0.125000,212
"6",0.020000,0.125000,150
"7",0.040000,0.166667,157
"8",0.020000,0.111111,124
"9",0.020000,0.125000,4
"10",0.020000,0.125000,183
"11",0.020000,0.125000,67
"12",0.020000,0.111111,37
"13",0.020000,0.111111,95
"14",0.020000,0.111111,101
"15",0.020000,0.125000,51
"16",0.020000,0.111111,75
"17",0.020000,0.125000,120
"18",0.020000,0.125000,51
"19",0.020000,0.111111,135
"20",0.020000,0.125000,313
"21",0.020000,0.111111,110
"22",0.020000,0.125000,18
"23",0.020000,0.125000,61
"24",0.020000,0.125000,103
"25",0.020000,0.111111,148
"26",0.020000,0.125000,197
"27",0.020000,0.125000,48
"28",0.020000,0.111111,219
"29",0.020000,0.111111,177
"30",0.060000,0.230769,168
"31",0.020000,0.111111,254
"32",0.020000,0.111111,91
"33",0.020000,0.125000,106
"34",0.020000,0.111111,209
"35",0.020000,0.125000,225
"36",0.040000,0.200000,115
