"","V1","V2","V3"
"1",0.010989,0.230769,318
"2",0.040293,0.333333,375
"3",0.018315,0.294118,310
"4",0.003663,0.125000,426
"5",0.018315,0.277778,217
"6",0.021978,0.285714,391
"7",0.029304,0.320000,477
"8",0.194139,0.395522,1627
"9",0.058608,0.333333,468
"10",0.146520,0.370370,1774
"11",0.014652,0.235294,403
"12",0.058608,0.347826,693
"13",0.003663,0.125000,4
"14",0.003663,0.111111,144
"15",0.047619,0.317073,561
"16",0.003663,0.111111,4
"17",0.073260,0.357143,853
"18",0.032967,0.346154,421
"19",0.043956,0.375000,618
"20",0.010989,0.214286,216
"21",0.032967,0.300000,385
"22",0.014652,0.250000,358
"23",0.051282,0.341463,799
"24",0.021978,0.260870,387
"25",0.069597,0.358491,531
"26",0.062271,0.340000,621
"27",0.021978,0.260870,310
"28",0.040293,0.333333,395
"29",0.007326,0.181818,384
"30",0.014652,0.266667,223
"31",0.036630,0.344828,616
"32",0.007326,0.166667,372
"33",0.007326,0.200000,436
"34",0.043956,0.307692,638
"35",0.021978,0.272727,314
"36",0.003663,0.111111,77
"37",0.043956,0.363636,575
"38",0.058608,0.380952,765
"39",0.051282,0.333333,808
"40",0.010989,0.214286,324
"41",0.007326,0.166667,306
"42",0.007326,0.181818,162
"43",0.014652,0.250000,295
"44",0.025641,0.291667,451
"45",0.021978,0.260870,187
"46",0.025641,0.304348,175
"47",0.007326,0.166667,162
"48",0.051282,0.333333,737
"49",0.007326,0.166667,134
"50",0.062271,0.346939,711
"51",0.014652,0.250000,267
"52",0.003663,0.125000,144
"53",0.095238,0.351351,1485
"54",0.010989,0.214286,121
"55",0.043956,0.315789,482
"56",0.010989,0.230769,174
"57",0.007326,0.181818,140
"58",0.010989,0.200000,156
"59",0.168498,0.373984,1025
"60",0.003663,0.125000,219
"61",0.029304,0.307692,442
"62",0.007326,0.181818,127
"63",0.003663,0.125000,31
"64",0.036630,0.333333,424
"65",0.010989,0.230769,254
"66",0.117216,0.372093,710
"67",0.007326,0.181818,188
"68",0.003663,0.111111,70
"69",0.058608,0.347826,907
"70",0.007326,0.166667,212
"71",0.003663,0.111111,257
"72",0.025641,0.280000,476
"73",0.003663,0.111111,126
"74",0.003663,0.125000,186
"75",0.021978,0.285714,471
"76",0.007326,0.181818,370
"77",0.069597,0.351852,639
"78",0.014652,0.250000,415
"79",0.014652,0.250000,205
"80",0.036630,0.322581,473
"81",0.043956,0.307692,397
"82",0.014652,0.285714,308
"83",0.014652,0.266667,344
"84",0.054945,0.340909,1025
"85",0.124542,0.395349,1283
"86",0.036630,0.303030,640
"87",0.069597,0.351852,610
"88",0.003663,0.125000,178
"89",0.021978,0.272727,1107
"90",0.018315,0.294118,201
"91",0.003663,0.125000,116
"92",0.040293,0.343750,938
"93",0.003663,0.111111,36
"94",0.003663,0.111111,106
"95",0.010989,0.250000,243
"96",0.007326,0.200000,191
"97",0.010989,0.230769,217
"98",0.062271,0.333333,410
"99",0.018315,0.277778,336
"100",0.014652,0.235294,106
"101",0.010989,0.214286,166
"102",0.029304,0.296296,589
"103",0.073260,0.350877,698
"104",0.051282,0.341463,682
"105",0.021978,0.300000,466
"106",0.003663,0.111111,294
"107",0.010989,0.214286,199
"108",0.003663,0.111111,168
"109",0.051282,0.318182,611
"110",0.014652,0.250000,453
"111",0.058608,0.313726,609
"112",0.047619,0.309524,572
"113",0.014652,0.266667,304
"114",0.095238,0.388060,786
"115",0.003663,0.111111,129
"116",0.080586,0.372881,788
"117",0.025641,0.291667,808
"118",0.113553,0.348315,1002
"119",0.036630,0.344828,745
"120",0.036630,0.322581,591
"121",0.058608,0.347826,788
"122",0.003663,0.125000,123
"123",0.007326,0.166667,336
"124",0.157509,0.358333,870
"125",0.062271,0.369565,1473
"126",0.058608,0.333333,1126
"127",0.095238,0.361111,862
"128",0.003663,0.125000,240
"129",0.007326,0.200000,283
"130",0.007326,0.181818,245
"131",0.032967,0.321429,418
"132",0.025641,0.291667,415
"133",0.003663,0.111111,88
"134",0.003663,0.125000,77
"135",0.003663,0.125000,71
"136",0.025641,0.304348,416
"137",0.095238,0.346667,854
"138",0.007326,0.166667,405
"139",0.102564,0.388889,694
"140",0.003663,0.111111,93
"141",0.003663,0.125000,326
"142",0.007326,0.166667,397
"143",0.018315,0.263158,499
"144",0.054945,0.375000,620
"145",0.007326,0.166667,229
"146",0.043956,0.333333,671
