"","V1","V2","V3"
"1",0.009259,0.111111,167
"2",0.027778,0.230769,345
"3",0.009259,0.125000,135
"4",0.009259,0.111111,390
"5",0.009259,0.111111,136
"6",0.018519,0.181818,338
"7",0.027778,0.200000,412
"8",0.009259,0.111111,128
"9",0.009259,0.111111,40
"10",0.009259,0.111111,226
"11",0.018519,0.181818,222
"12",0.009259,0.111111,123
"13",0.009259,0.125000,214
"14",0.009259,0.111111,183
"15",0.009259,0.111111,82
"16",0.027778,0.214286,188
"17",0.018519,0.200000,249
"18",0.009259,0.125000,188
"19",0.018519,0.200000,192
"20",0.046296,0.263158,190
"21",0.009259,0.111111,133
"22",0.009259,0.111111,216
"23",0.009259,0.111111,64
"24",0.009259,0.111111,203
"25",0.009259,0.125000,87
"26",0.009259,0.111111,140
"27",0.018519,0.181818,219
"28",0.018519,0.181818,215
"29",0.009259,0.125000,114
"30",0.027778,0.230769,280
"31",0.009259,0.111111,249
"32",0.018519,0.166667,235
"33",0.009259,0.111111,207
"34",0.009259,0.111111,58
"35",0.009259,0.125000,89
"36",0.009259,0.111111,106
"37",0.009259,0.111111,74
"38",0.027778,0.230769,372
"39",0.009259,0.125000,118
"40",0.009259,0.111111,64
"41",0.018519,0.200000,434
"42",0.027778,0.214286,323
"43",0.009259,0.111111,161
"44",0.009259,0.125000,166
"45",0.009259,0.111111,302
"46",0.018519,0.181818,115
"47",0.018519,0.200000,226
"48",0.009259,0.111111,210
"49",0.009259,0.125000,181
"50",0.009259,0.125000,135
"51",0.027778,0.214286,167
"52",0.009259,0.125000,154
"53",0.046296,0.263158,223
"54",0.009259,0.125000,128
"55",0.009259,0.111111,164
"56",0.027778,0.200000,192
"57",0.018519,0.181818,206
"58",0.009259,0.111111,161
"59",0.009259,0.111111,161
"60",0.018519,0.200000,373
"61",0.009259,0.125000,277
"62",0.009259,0.111111,134
"63",0.009259,0.111111,158
"64",0.009259,0.111111,273
"65",0.009259,0.111111,428
"66",0.027778,0.214286,175
"67",0.009259,0.125000,137
"68",0.009259,0.111111,58
"69",0.009259,0.111111,94
"70",0.009259,0.125000,164
"71",0.009259,0.125000,29
"72",0.009259,0.111111,403
"73",0.009259,0.125000,215
"74",0.018519,0.166667,130
"75",0.018519,0.181818,190
"76",0.009259,0.111111,101
"77",0.009259,0.111111,43
"78",0.009259,0.125000,120
"79",0.037037,0.235294,377
"80",0.009259,0.125000,146
