"","V1","V2","V3"
"1",0.003571,0.125000,254
"2",0.032143,0.321429,595
"3",0.007143,0.181818,352
"4",0.007143,0.200000,258
"5",0.010714,0.214286,190
"6",0.003571,0.125000,83
"7",0.003571,0.125000,84
"8",0.007143,0.181818,368
"9",0.007143,0.181818,245
"10",0.017857,0.277778,331
"11",0.107143,0.370370,1059
"12",0.010714,0.230769,286
"13",0.014286,0.250000,202
"14",0.057143,0.347826,935
"15",0.110714,0.369048,1098
"16",0.014286,0.235294,393
"17",0.010714,0.250000,133
"18",0.032143,0.360000,510
"19",0.003571,0.125000,175
"20",0.025000,0.318182,734
"21",0.017857,0.277778,361
"22",0.025000,0.304348,302
"23",0.025000,0.304348,335
"24",0.003571,0.125000,51
"25",0.021429,0.285714,359
"26",0.007143,0.181818,176
"27",0.021429,0.285714,357
"28",0.035714,0.294118,314
"29",0.025000,0.269231,319
"30",0.003571,0.125000,36
"31",0.092857,0.366197,964
"32",0.014286,0.285714,447
"33",0.003571,0.111111,195
"34",0.007143,0.200000,365
"35",0.003571,0.111111,47
"36",0.003571,0.125000,184
"37",0.007143,0.181818,203
"38",0.042857,0.352941,876
"39",0.039286,0.314286,592
"40",0.010714,0.230769,353
"41",0.025000,0.304348,400
"42",0.060714,0.340000,608
"43",0.142857,0.370370,1508
"44",0.032143,0.300000,733
"45",0.178571,0.367647,1120
"46",0.007143,0.166667,355
"47",0.192857,0.360000,1359
"48",0.014286,0.285714,318
"49",0.007143,0.200000,220
"50",0.003571,0.125000,182
"51",0.010714,0.200000,360
"52",0.003571,0.125000,130
"53",0.010714,0.214286,268
"54",0.185714,0.363636,1537
"55",0.003571,0.125000,93
"56",0.010714,0.230769,383
"57",0.007143,0.200000,36
"58",0.003571,0.111111,196
"59",0.035714,0.333333,704
"60",0.017857,0.277778,555
"61",0.003571,0.125000,23
"62",0.007143,0.200000,184
"63",0.014286,0.266667,541
"64",0.003571,0.125000,178
"65",0.014286,0.235294,272
