"","V1","V2","V3"
"1",0.008696,0.125000,37
"2",0.008696,0.125000,90
"3",0.052174,0.285714,238
"4",0.017391,0.166667,361
"5",0.008696,0.125000,164
"6",0.017391,0.181818,154
"7",0.017391,0.181818,145
"8",0.008696,0.111111,247
"9",0.008696,0.111111,202
"10",0.017391,0.200000,188
"11",0.060870,0.291667,220
"12",0.017391,0.181818,223
"13",0.008696,0.125000,76
"14",0.008696,0.111111,63
"15",0.008696,0.111111,235
"16",0.008696,0.125000,187
"17",0.008696,0.111111,95
"18",0.008696,0.111111,302
"19",0.008696,0.111111,90
"20",0.008696,0.125000,200
"21",0.026087,0.250000,243
"22",0.017391,0.200000,127
"23",0.008696,0.111111,201
"24",0.008696,0.125000,93
"25",0.026087,0.230769,290
"26",0.026087,0.200000,223
"27",0.008696,0.125000,114
"28",0.017391,0.181818,414
"29",0.008696,0.125000,269
"30",0.017391,0.200000,119
"31",0.008696,0.125000,81
"32",0.034783,0.250000,199
"33",0.017391,0.166667,607
"34",0.008696,0.125000,84
"35",0.008696,0.111111,305
"36",0.017391,0.166667,128
"37",0.026087,0.230769,241
"38",0.017391,0.200000,326
"39",0.017391,0.200000,334
"40",0.017391,0.181818,258
"41",0.008696,0.111111,79
"42",0.008696,0.125000,83
"43",0.017391,0.181818,442
"44",0.017391,0.181818,137
"45",0.008696,0.111111,211
"46",0.008696,0.125000,36
"47",0.008696,0.111111,354
"48",0.008696,0.111111,43
"49",0.052174,0.272727,457
"50",0.017391,0.200000,257
"51",0.008696,0.125000,208
"52",0.017391,0.181818,209
"53",0.008696,0.125000,385
"54",0.008696,0.125000,178
"55",0.008696,0.125000,155
"56",0.008696,0.111111,111
"57",0.017391,0.181818,185
"58",0.034783,0.250000,328
"59",0.017391,0.181818,149
"60",0.017391,0.181818,190
"61",0.052174,0.300000,377
"62",0.017391,0.200000,415
"63",0.017391,0.181818,160
"64",0.008696,0.125000,50
"65",0.008696,0.125000,221
"66",0.008696,0.125000,105
"67",0.008696,0.125000,212
"68",0.008696,0.125000,110
"69",0.017391,0.181818,153
"70",0.008696,0.125000,280
"71",0.043478,0.250000,687
"72",0.008696,0.125000,64
"73",0.017391,0.181818,298
"74",0.008696,0.125000,125
"75",0.043478,0.263158,254
"76",0.026087,0.200000,79
"77",0.017391,0.166667,178
"78",0.008696,0.125000,4
"79",0.008696,0.111111,141
"80",0.008696,0.111111,34
"81",0.069565,0.307692,548
"82",0.017391,0.181818,209
"83",0.017391,0.181818,135
"84",0.008696,0.125000,254
"85",0.008696,0.125000,51
