"","V1","V2","V3"
"1",0.006623,0.181818,568
"2",0.003311,0.125000,82
"3",0.029801,0.333333,352
"4",0.003311,0.125000,179
"5",0.003311,0.125000,80
"6",0.003311,0.111111,111
"7",0.003311,0.125000,83
"8",0.033113,0.303030,528
"9",0.006623,0.166667,84
"10",0.238411,0.382979,1661
"11",0.003311,0.111111,203
"12",0.036424,0.333333,855
"13",0.072848,0.343750,959
"14",0.033113,0.344828,590
"15",0.056291,0.326923,713
"16",0.026490,0.307692,474
"17",0.009934,0.214286,212
"18",0.109272,0.354839,1442
"19",0.089404,0.355263,726
"20",0.009934,0.230769,241
"21",0.013245,0.250000,317
"22",0.072848,0.372881,1143
"23",0.033113,0.333333,554
"24",0.006623,0.200000,216
"25",0.168874,0.359155,1270
"26",0.013245,0.285714,425
"27",0.003311,0.125000,85
"28",0.006623,0.181818,158
"29",0.092715,0.363636,961
"30",0.016556,0.263158,433
"31",0.019868,0.272727,203
"32",0.003311,0.125000,46
"33",0.076159,0.365079,554
"34",0.023179,0.318182,496
"35",0.003311,0.125000,349
"36",0.099338,0.375000,1330
"37",0.019868,0.315789,284
"38",0.066225,0.377358,655
"39",0.039735,0.333333,593
"40",0.115894,0.353535,864
"41",0.039735,0.333333,868
"42",0.013245,0.235294,435
"43",0.043046,0.342105,762
"44",0.013245,0.266667,592
"45",0.013245,0.250000,398
"46",0.149007,0.387931,926
"47",0.006623,0.166667,123
"48",0.149007,0.387931,1093
"49",0.003311,0.125000,217
"50",0.003311,0.111111,87
"51",0.033113,0.322581,504
"52",0.009934,0.200000,299
"53",0.019868,0.300000,412
"54",0.076159,0.370968,654
"55",0.033113,0.322581,428
"56",0.039735,0.352941,626
"57",0.056291,0.333333,668
"58",0.119205,0.360000,962
"59",0.003311,0.111111,124
"60",0.119205,0.352941,727
"61",0.102649,0.369048,588
"62",0.039735,0.333333,615
"63",0.026490,0.333333,561
"64",0.026490,0.296296,309
"65",0.026490,0.320000,729
"66",0.029801,0.333333,506
"67",0.013245,0.235294,286
"68",0.006623,0.181818,342
"69",0.013245,0.266667,156
"70",0.013245,0.235294,427
"71",0.036424,0.314286,360
"72",0.006623,0.166667,284
"73",0.003311,0.125000,91
"74",0.069536,0.362069,689
"75",0.013245,0.266667,343
"76",0.056291,0.377778,741
"77",0.039735,0.342857,728
"78",0.006623,0.200000,169
"79",0.132450,0.357143,728
"80",0.092715,0.368421,595
"81",0.013245,0.250000,196
"82",0.119205,0.367347,913
"83",0.006623,0.181818,181
"84",0.149007,0.368852,1088
"85",0.006623,0.181818,299
"86",0.155629,0.373016,849
"87",0.006623,0.166667,120
"88",0.046358,0.333333,416
"89",0.016556,0.263158,259
"90",0.009934,0.200000,188
"91",0.006623,0.181818,192
"92",0.019868,0.300000,507
"93",0.023179,0.291667,672
"94",0.003311,0.111111,165
"95",0.003311,0.125000,215
"96",0.043046,0.361111,680
"97",0.003311,0.125000,144
"98",0.238411,0.391304,1460
"99",0.122517,0.370000,792
"100",0.066225,0.357143,672
"101",0.023179,0.304348,388
"102",0.023179,0.291667,453
"103",0.105960,0.376471,985
"104",0.003311,0.125000,17
"105",0.003311,0.111111,72
"106",0.036424,0.323529,647
"107",0.052980,0.347826,1105
"108",0.235099,0.381720,1001
"109",0.003311,0.125000,84
"110",0.152318,0.373984,879
"111",0.135762,0.383178,894
"112",0.003311,0.125000,79
"113",0.122517,0.389474,1215
"114",0.096026,0.371795,880
"115",0.109272,0.375000,987
"116",0.009934,0.250000,262
"117",0.013245,0.250000,333
"118",0.052980,0.333333,688
"119",0.129139,0.382353,1260
"120",0.079470,0.375000,1239
"121",0.006623,0.181818,229
"122",0.062914,0.365385,672
"123",0.036424,0.343750,424
"124",0.132450,0.373832,1319
"125",0.115894,0.360825,795
"126",0.086093,0.342105,1280
"127",0.046358,0.350000,615
"128",0.036424,0.333333,803
"129",0.026490,0.307692,573
"130",0.026490,0.333333,538
"131",0.003311,0.125000,356
"132",0.009934,0.200000,397
"133",0.003311,0.111111,310
"134",0.043046,0.361111,568
"135",0.016556,0.250000,464
"136",0.135762,0.383178,1622
"137",0.029801,0.321429,292
"138",0.023179,0.318182,650
"139",0.006623,0.166667,172
"140",0.039735,0.375000,647
"141",0.003311,0.125000,79
"142",0.033113,0.333333,657
"143",0.033113,0.344828,457
"144",0.019868,0.285714,545
"145",0.245033,0.377551,1247
"146",0.003311,0.111111,89
"147",0.006623,0.181818,142
"148",0.162252,0.374046,1051
"149",0.079470,0.363636,738
"150",0.105960,0.376471,760
"151",0.009934,0.250000,399
"152",0.016556,0.277778,204
"153",0.006623,0.166667,232
"154",0.082781,0.396825,494
"155",0.139073,0.388889,825
"156",0.023179,0.291667,474
"157",0.006623,0.166667,362
"158",0.026490,0.333333,343
"159",0.102649,0.387500,1065
"160",0.019868,0.250000,545
"161",0.059603,0.327273,674
"162",0.006623,0.200000,220
"163",0.132450,0.388350,997
"164",0.043046,0.325000,562
"165",0.023179,0.304348,391
"166",0.023179,0.280000,263
"167",0.003311,0.125000,129
"168",0.086093,0.356164,764
"169",0.019868,0.250000,415
"170",0.009934,0.214286,157
"171",0.039735,0.333333,303
"172",0.003311,0.111111,39
"173",0.009934,0.214286,439
"174",0.076159,0.377049,775
"175",0.026490,0.296296,524
"176",0.006623,0.200000,162
"177",0.043046,0.325000,518
"178",0.019868,0.300000,265
"179",0.036424,0.333333,517
"180",0.039735,0.324324,475
"181",0.006623,0.200000,241
"182",0.023179,0.304348,478
"183",0.016556,0.263158,309
"184",0.016556,0.263158,282
"185",0.009934,0.230769,392
"186",0.013245,0.250000,346
"187",0.036424,0.343750,883
"188",0.013245,0.250000,172
"189",0.016556,0.263158,471
"190",0.043046,0.342105,666
"191",0.086093,0.366197,1294
"192",0.003311,0.125000,316
"193",0.006623,0.166667,108
"194",0.026490,0.296296,569
"195",0.016556,0.263158,430
"196",0.003311,0.125000,215
"197",0.049669,0.348837,847
"198",0.003311,0.125000,155
"199",0.009934,0.230769,248
"200",0.013245,0.235294,386
"201",0.033113,0.344828,440
"202",0.003311,0.125000,216
"203",0.026490,0.307692,540
"204",0.049669,0.333333,563
"205",0.039735,0.352941,577
"206",0.003311,0.125000,140
"207",0.003311,0.125000,199
"208",0.026490,0.333333,463
